-22.0,-0.8563,0.3440
-21.0,-0.8327,0.3200
-20.0,-0.8233,0.2970
-19.0,-0.8412,0.2740
-18.0,-0.9054,0.1480
-17.0,-1.0365,0.0229
-16.0,-1.2195,0.0198
-15.0,-1.3093,0.0177
-14.0,-1.3423,0.0159
-13.0,-1.3242,0.0143
-12.0,-1.2673,0.0130
-11.0,-1.1842,0.0118
-10.0,-1.1000,0.0106
-9.0,-0.9900,0.0098
-8.0,-0.8800,0.0092
-7.0,-0.7700,0.0086
-6.0,-0.6600,0.0081
-5.0,-0.5500,0.0076
-4.0,-0.4400,0.0072
-3.0,-0.3300,0.0068
-2.0,-0.2200,0.0066
-1.0,-0.1100,0.0064
0.0,0.0000,0.0064
1.0,0.1100,0.0064
2.0,0.2200,0.0066
3.0,0.3300,0.0068
4.0,0.4400,0.0072
5.0,0.5500,0.0076
6.0,0.6600,0.0081
7.0,0.7700,0.0086
8.0,0.8800,0.0092
9.0,0.9900,0.0098
10.0,1.1000,0.0106
11.0,1.1842,0.0118
12.0,1.2673,0.0130
13.0,1.3242,0.0143
14.0,1.3423,0.0159
15.0,1.3093,0.0177
16.0,1.2195,0.0198
17.0,1.0365,0.0229
18.0,0.9054,0.1480
19.0,0.8412,0.2740
20.0,0.8233,0.2970
21.0,0.8327,0.3200
22.0,0.8563,0.3440
23.0,0.8903,0.3690
24.0,0.9295,0.3940
25.0,0.9718,0.4200
26.0,1.0193,0.4460
27.0,1.0680,0.4730
30.0,0.9150,0.5700
35.0,1.0200,0.7450
40.0,1.0750,0.9200
45.0,1.0850,1.0750
50.0,1.0400,1.2150
55.0,0.9650,1.3450
60.0,0.8750,1.4700
65.0,0.7650,1.5750
70.0,0.6500,1.6650
75.0,0.5150,1.7350
80.0,0.3700,1.7800
85.0,0.2200,1.8000
90.0,0.0700,1.8000
95.0,-0.0700,1.7800
100.0,-0.2200,1.7500
105.0,-0.3700,1.7000
110.0,-0.5100,1.6350
115.0,-0.6250,1.5550
120.0,-0.7350,1.4650
125.0,-0.8400,1.3500
130.0,-0.9100,1.2250
135.0,-0.9450,1.0850
140.0,-0.9450,0.9250
145.0,-0.9100,0.7550
150.0,-0.8500,0.5750
155.0,-0.7400,0.4200
160.0,-0.6600,0.3200
165.0,-0.6750,0.2300
170.0,-0.8500,0.1400
175.0,-0.6900,0.0550
180.0,0.0000,0.0250
