-32.0,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750
-30.0,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000
-28.0,0.56200,0.56200,0.56200,0.56200,0.57000,0.56400,0.57800,0.59000,0.59300,0.59700,0.60100
-26.0,0.48800,0.48800,0.48800,0.48800,0.51000,0.51000,0.52500,0.54500,0.55500,0.56300,0.57200
-24.0,0.41700,0.41700,0.41700,0.41700,0.44800,0.46500,0.46900,0.50400,0.52000,0.53000,0.54300
-22.0,0.34000,0.34000,0.34000,0.34000,0.39000,0.40800,0.41500,0.46000,0.47800,0.49700,0.51400
-20.0,0.26700,0.26700,0.26700,0.26700,0.33000,0.35300,0.36100,0.41600,0.44000,0.46300,0.48600
-18.0,0.19500,0.19500,0.19500,0.19500,0.26500,0.29600,0.32300,0.37300,0.40300,0.43000,0.45700
-16.0,0.12000,0.12000,0.12000,0.12000,0.20800,0.24000,0.28500,0.32900,0.36400,0.39700,0.42800
-14.0,0.04500,0.04500,0.04500,0.04500,0.16100,0.18300,0.24600,0.28500,0.32500,0.36300,0.39900
-12.0,0.01800,0.01800,0.01800,0.01800,0.02200,0.12000,0.19100,0.24200,0.29000,0.33000,0.37000
-10.0,0.01200,0.01200,0.01200,0.01200,0.01300,0.06700,0.12800,0.17700,0.22500,0.26200,0.29700
-8.0,0.00800,0.00800,0.00800,0.00820,0.00900,0.02100,0.07000,0.11300,0.16000,0.20300,0.24800
-6.0,0.00775,0.00775,0.00775,0.00790,0.00850,0.01000,0.02600,0.06000,0.10000,0.14900,0.20200
-4.0,0.00750,0.00750,0.00750,0.00750,0.00800,0.00800,0.01250,0.03000,0.06500,0.11500,0.15200
-2.0,0.00750,0.00750,0.00750,0.00750,0.00800,0.00750,0.00850,0.01200,0.02900,0.06600,0.11700
0.0,0.00750,0.00750,0.00750,0.00750,0.00800,0.00750,0.00800,0.00800,0.01700,0.05000,0.09000
2.0,0.00800,0.00800,0.00800,0.00800,0.00820,0.00750,0.00850,0.01000,0.04000,0.08000,0.11750
4.0,0.00850,0.00850,0.00850,0.00850,0.00850,0.00800,0.01100,0.03500,0.09000,0.12000,0.15250
6.0,0.00900,0.00900,0.00900,0.00900,0.01100,0.01100,0.02800,0.08200,0.12800,0.16700,0.20300
8.0,0.01100,0.01100,0.01100,0.01100,0.01400,0.02600,0.07300,0.12600,0.17000,0.21000,0.24900
10.0,0.01700,0.01700,0.01700,0.01700,0.02000,0.08000,0.12200,0.16100,0.22500,0.26200,0.29800
12.0,0.02600,0.02600,0.02600,0.02600,0.09800,0.15300,0.17900,0.24000,0.28500,0.32200,0.37000
14.0,0.14500,0.14500,0.14500,0.14500,0.16900,0.21200,0.23100,0.28000,0.32400,0.35600,0.39900
16.0,0.23000,0.23000,0.23000,0.23000,0.23000,0.26200,0.28300,0.32300,0.36100,0.39000,0.42800
18.0,0.29300,0.29300,0.29300,0.29300,0.29300,0.31600,0.32800,0.36500,0.40000,0.42500,0.45700
20.0,0.34500,0.34500,0.34500,0.34500,0.34500,0.36500,0.35800,0.40800,0.43500,0.45900,0.48600
22.0,0.40000,0.40000,0.40000,0.40000,0.40000,0.41600,0.41200,0.45100,0.47000,0.49300,0.51400
24.0,0.45500,0.45500,0.45500,0.45500,0.45500,0.46900,0.46700,0.49300,0.50800,0.52700,0.54300
26.0,0.50700,0.50700,0.50700,0.50700,0.50700,0.52000,0.52100,0.53500,0.54600,0.56200,0.57200
28.0,0.56000,0.56000,0.56000,0.56000,0.56000,0.56900,0.57600,0.57800,0.58300,0.59600,0.60100
30.0,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000,0.63000
32.0,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750,0.69750
