-8.000,-0.8436,0.00949,-0.0159
-7.000,-0.7335,0.00848,-0.0138
-6.000,-0.6211,0.00729,-0.0123
-5.000,-0.5064,0.00663,-0.0115
-4.000,-0.3885,0.00604,-0.0115
-3.000,-0.2692,0.00581,-0.0119
-2.000,-0.1501,0.00595,-0.0124
-1.000,-0.0311,0.00614,-0.0132
0.000,0.0877,0.00617,-0.0141
1.000,0.2066,0.00590,-0.0151
4.000,0.5592,0.00608,-0.0162
5.000,0.6725,0.00651,-0.0152
6.000,0.7856,0.00698,-0.0141
7.000,0.9064,0.00760,-0.0148
8.000,1.0217,0.00879,-0.0146
9.000,1.1314,0.01081,-0.0134
10.000,1.2426,0.01226,-0.0122
11.000,1.3490,0.01420,-0.0102
12.000,1.4503,0.01646,-0.0075
13.000,1.5418,0.01938,-0.0038
14.000,1.6068,0.02400,0.0025
15.000,1.6128,0.03083,0.0127
16.000,1.5784,0.04612,0.0101
17.000,1.3386,0.10309,-0.0243
18.000,1.1542,0.15419,-0.0543
19.000,1.1143,0.18223,-0.0721
20.000,1.1117,0.20296,-0.0861
